시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
울산광역시 북구 천곡동,940-1,940,1,우방,49.5,202110,27,"6,500",2,1998,천곡길 199,,-,-
울산광역시 북구 천곡동,402,402,0,원동현대,59.91,202110,1,"9,700",9,1994,고래로 2,,-,-
울산광역시 북구 천곡동,402,402,0,원동현대,74.27,202110,1,"9,500",1,1994,고래로 2,,-,-
울산광역시 북구 천곡동,402,402,0,원동현대,84.755,202110,3,"17,800",11,1994,고래로 2,20211006,-,-
울산광역시 북구 천곡동,402,402,0,원동현대,84.755,202110,3,"17,800",11,1994,고래로 2,,-,-
울산광역시 북구 천곡동,402,402,0,원동현대,59.91,202110,12,"11,600",5,1994,고래로 2,,-,-
울산광역시 북구 천곡동,402,402,0,원동현대,59.91,202110,13,"11,500",9,1994,고래로 2,,-,-
울산광역시 북구 천곡동,402,402,0,원동현대,84.755,202110,16,"16,500",3,1994,고래로 2,,-,-
울산광역시 북구 천곡동,402,402,0,원동현대,84.755,202110,16,"17,000",15,1994,고래로 2,,-,-
울산광역시 북구 천곡동,1020-21,1020,21,일지리버타워,84.78,202110,2,"8,700",2,1993,천곡길 51-6,,-,-
울산광역시 북구 천곡동,1136,1136,0,천곡벽산블루밍,84.9187,202110,1,"33,800",14,2010,천곡길 137,,-,-
울산광역시 북구 천곡동,1136,1136,0,천곡벽산블루밍,84.9187,202110,9,"33,800",7,2010,천곡길 137,,-,-
울산광역시 북구 천곡동,1136,1136,0,천곡벽산블루밍,84.8536,202110,19,"34,300",11,2010,천곡길 137,,-,-
울산광역시 북구 천곡동,1136,1136,0,천곡벽산블루밍,115.9799,202110,30,"40,500",17,2010,천곡길 137,,-,-
울산광역시 북구 천곡동,674,674,0,천곡웰빙,84.3313,202110,17,"14,500",9,2009,덕곡길 18,,-,-
울산광역시 북구 천곡동,500,500,0,천곡코아루2차,84.8434,202110,2,"27,500",3,2008,천곡남로 65,,-,-
울산광역시 북구 천곡동,500,500,0,천곡코아루2차,84.8434,202110,5,"29,500",20,2008,천곡남로 65,,-,-
울산광역시 북구 천곡동,500,500,0,천곡코아루2차,84.8434,202110,10,"27,750",14,2008,천곡남로 65,,-,-
울산광역시 북구 호계동,346-5,346,5,성우현대,84.28,202110,9,"16,000",9,1993,호계로 313,,-,-
울산광역시 북구 호계동,346-5,346,5,성우현대,84.28,202110,12,"16,800",14,1993,호계로 313,,-,-
울산광역시 북구 호계동,BL-1-1,1,1,호계2차한양수자인아파트,84.8135,202110,1,"38,000",7,2017,호수중앙로 15-22,,-,-
울산광역시 북구 호계동,BL-1-1,1,1,호계2차한양수자인아파트,73.2782,202110,4,"34,000",3,2017,호수중앙로 15-22,,-,-
울산광역시 북구 호계동,BL-1-1,1,1,호계2차한양수자인아파트,84.8135,202110,11,"39,200",15,2017,호수중앙로 15-22,,-,-
울산광역시 북구 호계동,BL-1-1,1,1,호계2차한양수자인아파트,84.8135,202110,17,"35,800",4,2017,호수중앙로 15-22,,-,-
울산광역시 북구 화봉동,452,452,0,동아.청구아파트,85,202110,19,"26,000",3,1994,상방로 81,,-,-
울산광역시 북구 화봉동,1492-2,1492,2,울산송정한라비발디캠퍼스,84.899,202110,17,"64,500",10,2019,박상진2로 121,,-,-
울산광역시 북구 화봉동,894-1,894,1,청우그린파크맨션,84.88,202110,6,"22,500",6,1995,사청1길 37,,-,-
울산광역시 북구 화봉동,894-1,894,1,청우그린파크맨션,84.97,202110,7,"22,000",4,1995,사청1길 37,,-,-
울산광역시 북구 화봉동,1471,1471,0,화봉휴먼시아,84.95,202110,9,"38,900",9,2009,화산로 19,,-,-
울산광역시 북구 화봉동,1471,1471,0,화봉휴먼시아,84.95,202110,11,"37,750",4,2009,화산로 19,,-,-
울산광역시 북구 화봉동,639-1,639,1,효성삼환,59.985,202110,2,"16,500",12,1996,통샘10길 9,,-,-
울산광역시 북구 화봉동,639-1,639,1,효성삼환,59.985,202110,5,"17,600",8,1996,통샘10길 9,,-,-
울산광역시 북구 화봉동,639-1,639,1,효성삼환,59.985,202110,6,"17,000",7,1996,통샘10길 9,,-,-
울산광역시 북구 화봉동,639-1,639,1,효성삼환,59.985,202110,8,"18,000",7,1996,통샘10길 9,,-,-
울산광역시 북구 화봉동,639-1,639,1,효성삼환,59.985,202110,14,"17,450",4,1996,통샘10길 9,,-,-
울산광역시 북구 효문동,1039,1039,0,효문코오롱하늘채,77.03,202110,8,"40,800",7,2018,율동2길 8,,-,-
울산광역시 북구 효문동,1039,1039,0,효문코오롱하늘채,77.05,202110,13,"40,000",12,2018,율동2길 8,,-,-
울산광역시 북구 효문동,1039,1039,0,효문코오롱하늘채,77.03,202110,22,"40,500",14,2018,율동2길 8,,-,-
울산광역시 북구 효문동,1039,1039,0,효문코오롱하늘채,72.11,202110,23,"35,300",18,2018,율동2길 8,,-,-
울산광역시 울주군 범서읍 구영리,873-4,873,4,경동파크빌,84.271,202110,18,"24,900",4,2007,구영앞길 104,,-,-
울산광역시 울주군 범서읍 구영리,204-1,204,1,구영1차우미린,83.3113,202110,19,"44,000",1,2007,구영로 75-9,,-,-
울산광역시 울주군 범서읍 구영리,204-1,204,1,구영1차우미린,67.925,202110,21,"37,800",17,2007,구영로 75-9,,-,-
울산광역시 울주군 범서읍 구영리,207-1,207,1,구영2차우미린,74.9978,202110,13,"44,000",12,2007,대리로 15-17,,-,-
울산광역시 울주군 범서읍 구영리,209-1,209,1,구영2차푸르지오,70.73,202110,11,"39,800",14,2007,구영로 101-7,,-,-
울산광역시 울주군 범서읍 구영리,209-1,209,1,구영2차푸르지오,84.84,202110,15,"52,300",10,2007,구영로 101-7,,-,-
울산광역시 울주군 범서읍 구영리,209-1,209,1,구영2차푸르지오,70.73,202110,16,"40,000",5,2007,구영로 101-7,,-,-
울산광역시 울주군 범서읍 구영리,810-1,810,1,구영더라이징,84.8241,202110,2,"32,500",3,2019,점촌5길 19,,-,-
울산광역시 울주군 범서읍 구영리,370-1,370,1,구영지구푸르지오1단지,84.995,202110,1,"40,000",14,2006,대리2길 48,,-,-
울산광역시 울주군 범서읍 구영리,370-1,370,1,구영지구푸르지오1단지,84.995,202110,10,"43,700",15,2006,대리2길 48,,-,-
울산광역시 울주군 범서읍 구영리,370-1,370,1,구영지구푸르지오1단지,84.995,202110,23,"42,500",7,2006,대리2길 48,,-,-
울산광역시 울주군 범서읍 구영리,371,371,0,구영지구푸르지오2단지,84.995,202110,3,"41,500",20,2006,대리2길 46,,-,-
울산광역시 울주군 범서읍 구영리,371,371,0,구영지구푸르지오2단지,84.995,202110,17,"38,500",1,2006,대리2길 46,,-,-
울산광역시 울주군 범서읍 구영리,371,371,0,구영지구푸르지오2단지,84.995,202110,22,"40,500",3,2006,대리2길 46,,-,-
울산광역시 울주군 범서읍 구영리,798-1,798,1,구영현대아이파크,70.53,202110,1,"17,250",8,1991,점촌4길 43,,-,-
울산광역시 울주군 범서읍 구영리,798-1,798,1,구영현대아이파크,70.53,202110,8,"17,650",11,1991,점촌4길 43,,-,-
울산광역시 울주군 범서읍 구영리,798-1,798,1,구영현대아이파크,81.42,202110,16,"20,000",11,1991,점촌4길 43,,-,-
울산광역시 울주군 범서읍 구영리,799-5,799,5,범서현대3차,68.85,202110,2,"15,350",6,1993,점촌4길 65,,-,-
울산광역시 울주군 범서읍 구영리,807-8,807,8,서영골든,57.5,202110,5,"10,500",13,1995,점촌5길 16,,-,-
울산광역시 울주군 범서읍 구영리,881-2,881,2,신한디아채,59.5225,202110,15,"20,500",9,1998,점촌5길 51-3,20211025,-,-
울산광역시 울주군 범서읍 구영리,881-2,881,2,신한디아채,59.5225,202110,15,"20,500",9,1998,점촌5길 51-3,,-,-
울산광역시 울주군 범서읍 구영리,881-2,881,2,신한디아채,59.5225,202110,16,"17,700",3,1998,점촌5길 51-3,,-,-
울산광역시 울주군 범서읍 구영리,881-2,881,2,신한디아채,59.94,202110,20,"17,500",7,1998,점촌5길 51-3,,-,-
울산광역시 울주군 범서읍 구영리,881-2,881,2,신한디아채,84.5525,202110,22,"25,000",12,1998,점촌5길 51-3,,-,-
울산광역시 울주군 범서읍 구영리,840,840,0,일신파크맨션,84.9,202110,4,"21,300",13,1993,점촌4길 31,,-,-
울산광역시 울주군 범서읍 구영리,840,840,0,일신파크맨션,84.9,202110,5,"22,500",14,1993,점촌4길 31,,-,-
울산광역시 울주군 범서읍 구영리,840,840,0,일신파크맨션,84.9,202110,15,"20,500",14,1993,점촌4길 31,,-,-
울산광역시 울주군 범서읍 구영리,840,840,0,일신파크맨션,84.9,202110,26,"18,900",7,1993,점촌4길 31,,-,-
울산광역시 울주군 범서읍 구영리,208,208,0,풍경채,63.8628,202110,9,"33,400",17,2007,구영로 75-26,,-,-
울산광역시 울주군 범서읍 구영리,208,208,0,풍경채,63.8628,202110,28,"36,500",14,2007,구영로 75-26,,-,-
울산광역시 울주군 범서읍 구영리,796-2,796,2,한신,57.9,202110,5,"13,800",4,1994,점촌4길 77,,-,-
울산광역시 울주군 범서읍 구영리,796-2,796,2,한신,102.03,202110,9,"25,500",17,1994,점촌4길 77,,-,-
울산광역시 울주군 범서읍 구영리,796-2,796,2,한신,57.9,202110,25,"14,000",9,1994,점촌4길 77,,-,-
울산광역시 울주군 범서읍 구영리,870,870,0,현대2차,71.115,202110,20,"18,000",2,1992,구영앞길 114,,-,-
울산광역시 울주군 범서읍 구영리,870,870,0,현대2차,59.205,202110,29,"16,820",11,1992,구영앞길 114,,-,-
울산광역시 울주군 범서읍 구영리,870,870,0,현대2차,59.205,202110,29,"17,000",6,1992,구영앞길 114,,-,-
울산광역시 울주군 범서읍 구영리,870,870,0,현대2차,71.115,202110,29,"17,400",11,1992,구영앞길 114,,-,-
울산광역시 울주군 범서읍 구영리,211-1,211,1,호반베르디움,84.3181,202110,9,"43,300",14,2007,대리로 15-12,,-,-
울산광역시 울주군 범서읍 굴화리,06월 01일,6,1,강변그린빌(6-1),84.54,202110,11,"53,000",8,2002,울밀로 2879-7,,-,-
울산광역시 울주군 범서읍 굴화리,758,758,0,문수산 더샵,84.79,202110,7,"60,000",23,2014,장검길 88,,-,-
울산광역시 울주군 범서읍 굴화리,734,734,0,문수산동문굿모닝힐,156.7665,202110,2,"67,400",3,2010,장검길 123,,-,-
울산광역시 울주군 범서읍 굴화리,734,734,0,문수산동문굿모닝힐,130.8826,202110,13,"67,000",4,2010,장검길 123,,-,-
울산광역시 울주군 범서읍 굴화리,743-2,743,2,문수산동원로얄듀크,99.9959,202110,3,"77,200",9,2017,장검길 60,,-,-
울산광역시 울주군 범서읍 굴화리,743-2,743,2,문수산동원로얄듀크,99.9959,202110,7,"83,000",23,2017,장검길 60,,-,-
울산광역시 울주군 범서읍 굴화리,743,743,0,문수산신동아파밀리에,84.9785,202110,20,"44,500",10,2014,장검길 143,,-,-
울산광역시 울주군 범서읍 굴화리,122-1,122,1,보람빌라A,78.74,202110,31,"10,000",4,2000,굴화길 31,,-,-
울산광역시 울주군 범서읍 굴화리,353,353,0,월드메르디앙,110.5006,202110,8,"65,000",4,2008,굴화1길 55,,-,-
울산광역시 울주군 범서읍 굴화리,245,245,0,장검한라아트빌,58.2737,202110,21,"20,500",2,2001,장검1길 30,,-,-
울산광역시 울주군 범서읍 굴화리,245,245,0,장검한라아트빌,58.2737,202110,21,"20,500",2,2001,장검1길 30,20211026,-,-
울산광역시 울주군 범서읍 천상리,324-2,324,2,경동태원하이빌,59.961,202110,4,"10,000",8,2001,천상길 43,,-,-
울산광역시 울주군 범서읍 천상리,324-2,324,2,경동태원하이빌,59.961,202110,17,"12,800",6,2001,천상길 43,,-,-
울산광역시 울주군 범서읍 천상리,324-2,324,2,경동태원하이빌,59.961,202110,19,"10,300",2,2001,천상길 43,,-,-
울산광역시 울주군 범서읍 천상리,324-2,324,2,경동태원하이빌,59.961,202110,22,"13,950",19,2001,천상길 43,,-,-
울산광역시 울주군 범서읍 천상리,268,268,0,문수애시앙1단지,126.25,202110,6,"58,500",6,2014,대동길 21,,-,-
울산광역시 울주군 범서읍 천상리,268,268,0,문수애시앙1단지,126.25,202110,9,"59,000",7,2014,대동길 21,,-,-
울산광역시 울주군 범서읍 천상리,268,268,0,문수애시앙1단지,102.89,202110,22,"45,000",25,2014,대동길 21,,-,-
울산광역시 울주군 범서읍 천상리,268,268,0,문수애시앙1단지,84.78,202110,22,"44,750",11,2014,대동길 21,,-,-
울산광역시 울주군 범서읍 천상리,666-1,666,1,벽산,59.925,202110,5,"16,000",24,1999,천상길 55,,-,-
울산광역시 울주군 범서읍 천상리,666-1,666,1,벽산,59.925,202110,5,"13,500",12,1999,천상길 55,,-,-
울산광역시 울주군 범서읍 천상리,666-1,666,1,벽산,84.99,202110,7,"21,800",4,1999,천상길 55,,-,-
울산광역시 울주군 범서읍 천상리,666-1,666,1,벽산,59.925,202110,17,"13,400",2,1999,천상길 55,,-,-
울산광역시 울주군 범서읍 천상리,666-1,666,1,벽산,84.99,202110,21,"22,500",3,1999,천상길 55,,-,-
울산광역시 울주군 범서읍 천상리,605,605,0,천상국태그린빌,49.98,202110,6,"10,000",13,2001,천상4길 4,,-,-
울산광역시 울주군 범서읍 천상리,605,605,0,천상국태그린빌,49.98,202110,26,"10,300",7,2001,천상4길 4,,-,-
울산광역시 울주군 범서읍 천상리,299-1,299,1,천상동아,59.67,202110,14,"14,900",12,1998,대동길 34,,-,-
울산광역시 울주군 범서읍 천상리,300-3,300,3,천상필그린아트리움,84.9275,202110,14,"27,300",11,2008,천상길 9,,-,-
울산광역시 울주군 범서읍 천상리,578,578,0,청구(그린타운)1차,59.84,202110,26,"13,000",23,1998,평천길 94,,-,-
울산광역시 울주군 범서읍 천상리,574-1,574,1,청구(천상그린타운)2차,59.82,202110,13,"11,000",4,2000,평천길 82,,-,-
울산광역시 울주군 범서읍 천상리,574-1,574,1,청구(천상그린타운)2차,84.86,202110,20,"20,700",3,2000,평천길 82,,-,-
울산광역시 울주군 범서읍 천상리,646,646,0,한라그린피스,83.58,202110,1,"18,500",11,1998,천상3길 20,,-,-
울산광역시 울주군 범서읍 천상리,646,646,0,한라그린피스,59.58,202110,15,"11,400",20,1998,천상3길 20,,-,-
울산광역시 울주군 범서읍 천상리,646,646,0,한라그린피스,83.58,202110,19,"17,200",1,1998,천상3길 20,,-,-
울산광역시 울주군 삼남읍 가천리,Apr-90,90,4,대원그린파크,59.6,202110,23,"5,900",4,1993,1,,-,-
울산광역시 울주군 삼남읍 교동리,1678-1,1678,1,KTX울산역우성스마트시티뷰,84.9939,202110,10,"53,000",14,2018,울산역로 300,,-,-
울산광역시 울주군 삼남읍 교동리,1678,1678,0,경동우신알프스타운,54.4281,202110,24,"11,000",1,2015,작괘들길 41,,-,-
울산광역시 울주군 삼남읍 교동리,1678,1678,0,경동우신알프스타운,54.5389,202110,25,"6,000",12,2015,작괘들길 41,,-,-
울산광역시 울주군 삼남읍 교동리,840-2,840,2,대진그린피아,59.85,202110,16,"9,150",6,1993, 591-16,,-,-
울산광역시 울주군 삼남읍 교동리,1369,1369,0,부일맨션,61.56,202110,14,"4,700",6,1991,자수정로 51,,-,-
울산광역시 울주군 삼남읍 교동리,1366,1366,0,새진흥,51.48,202110,13,"5,100",1,1989,31,,-,-
울산광역시 울주군 삼남읍 교동리,1705,1705,0,소슬채아파트,82.0025,202110,9,"26,500",3,2016,29,,-,-
울산광역시 울주군 삼남읍 교동리,1348-3,1348,3,수산로얄팰리스,84.42,202110,3,"13,000",4,2004,17,,-,-
울산광역시 울주군 삼남읍 교동리,1555-1,1555,1,울산교동리슈빌,84.5903,202110,3,"28,200",14,2008,164,,-,-
울산광역시 울주군 삼남읍 교동리,1555-1,1555,1,울산교동리슈빌,84.5903,202110,4,"28,000",6,2008,164,,-,-
울산광역시 울주군 삼남읍 교동리,1555-1,1555,1,울산교동리슈빌,84.5903,202110,9,"29,000",19,2008,164,,-,-
울산광역시 울주군 삼남읍 교동리,1555-1,1555,1,울산교동리슈빌,101.3889,202110,16,"27,500",4,2008,164,,-,-
울산광역시 울주군 삼남읍 교동리,1678-3,1678,3,울산역KTX신도시동문굿모닝힐,84.989,202110,12,"57,800",35,2019,울산역로 274,,-,-
울산광역시 울주군 삼남읍 교동리,1522-5,1522,5,태봉파크맨션,59.73,202110,2,"8,200",11,1992,613,,-,-
울산광역시 울주군 삼남읍 교동리,1522-5,1522,5,태봉파크맨션,59.73,202110,6,"7,800",11,1992,613,,-,-
울산광역시 울주군 삼남읍 교동리,1522-5,1522,5,태봉파크맨션,59.73,202110,15,"6,800",2,1992,613,,-,-
울산광역시 울주군 삼남읍 교동리,1522-5,1522,5,태봉파크맨션,59.73,202110,30,"7,700",12,1992,613,,-,-
울산광역시 울주군 삼남읍 방기리,565-2,565,2,삼아,66,202110,14,"4,150",1,1993,22,,-,-
울산광역시 울주군 삼남읍 신화리,1609,1609,0,KTX울산역금아드림팰리스,84.14,202110,5,"45,700",2,2018, 39-11,,-,-
울산광역시 울주군 상북면 궁근정리,916-10,916,10,광천그린코아,59.74,202110,8,"5,000",6,1991,신기3길 12,,-,-
울산광역시 울주군 상북면 궁근정리,916-10,916,10,광천그린코아,59.49,202110,8,"4,600",5,1991,신기3길 12,,-,-
울산광역시 울주군 상북면 궁근정리,830-1,830,1,삼진금탑,59.74,202110,13,"3,900",1,1992,신기1길 5,,-,-
울산광역시 울주군 상북면 천전리,532-19,532,19,경동청구타운,79.535,202110,2,"10,750",8,1991,남천로 247,,-,-
울산광역시 울주군 상북면 천전리,532-19,532,19,경동청구타운,61.935,202110,4,"7,300",4,1991,남천로 247,,-,-
울산광역시 울주군 상북면 천전리,532-19,532,19,경동청구타운,79.535,202110,5,"10,500",2,1991,남천로 247,,-,-
울산광역시 울주군 상북면 천전리,532-19,532,19,경동청구타운,59.73,202110,16,"7,800",8,1991,남천로 247,,-,-
울산광역시 울주군 서생면 진하리,Mar-73,73,3,진하비치,59.94,202110,5,"9,950",11,1993,진하8길 25,,-,-
울산광역시 울주군 언양읍 동부리,385-3,385,3,산정동부빌라트,84.965,202110,4,"15,300",5,1998,동부2길 45,,-,-
울산광역시 울주군 언양읍 동부리,385-3,385,3,산정동부빌라트,84.965,202110,19,"16,000",15,1998,동부2길 45,,-,-
울산광역시 울주군 언양읍 동부리,498,498,0,신울산경남아너스빌,84.7195,202110,1,"29,900",21,2010,북문11길 9,,-,-
울산광역시 울주군 언양읍 동부리,498,498,0,신울산경남아너스빌,118.3019,202110,2,"35,400",2,2010,북문11길 9,,-,-
울산광역시 울주군 언양읍 동부리,498,498,0,신울산경남아너스빌,118.3019,202110,11,"35,000",6,2010,북문11길 9,,-,-
울산광역시 울주군 언양읍 동부리,498,498,0,신울산경남아너스빌,84.819,202110,22,"32,800",12,2010,북문11길 9,,-,-
울산광역시 울주군 언양읍 동부리,360-1,360,1,언양동부주공,49.85,202110,11,"12,800",11,1999,북문8길 17,,-,-
울산광역시 울주군 언양읍 동부리,360-1,360,1,언양동부주공,49.85,202110,15,"12,850",13,1999,북문8길 17,,-,-
울산광역시 울주군 언양읍 동부리,258-3,258,3,천지아파트,84.89,202110,15,"22,000",10,2015,동부9길 5,,-,-
울산광역시 울주군 언양읍 반천리,1023-51,1023,51,반천현대,84.89,202110,14,"14,500",13,1994,반천강변길 51,,-,-
울산광역시 울주군 언양읍 반천리,1023-51,1023,51,반천현대,59.75,202110,16,"8,800",12,1994,반천강변길 51,,-,-
울산광역시 울주군 언양읍 반천리,1023-51,1023,51,반천현대,59.75,202110,20,"8,500",5,1994,반천강변길 51,,-,-
울산광역시 울주군 언양읍 반천리,1023-51,1023,51,반천현대,59.75,202110,28,"9,000",13,1994,반천강변길 51,,-,-
울산광역시 울주군 언양읍 서부리,401,401,0,두산위브,120.985,202110,7,"44,000",6,2009,헌양길 202,,-,-
울산광역시 울주군 언양읍 서부리,401,401,0,두산위브,84.947,202110,15,"36,200",11,2009,헌양길 202,,-,-
울산광역시 울주군 언양읍 서부리,401,401,0,두산위브,123.68,202110,25,"46,000",15,2009,헌양길 202,,-,-
울산광역시 울주군 언양읍 서부리,236,236,0,삼성아파트,59.91,202110,5,"12,150",17,1996,웃방천1길 33,,-,-
울산광역시 울주군 언양읍 서부리,236,236,0,삼성아파트,59.91,202110,8,"15,900",14,1996,웃방천1길 33,,-,-
울산광역시 울주군 언양읍 서부리,236,236,0,삼성아파트,59.91,202110,18,"15,200",15,1996,웃방천1길 33,,-,-
울산광역시 울주군 언양읍 서부리,236,236,0,삼성아파트,59.91,202110,28,"13,400",3,1996,웃방천1길 33,,-,-
울산광역시 울주군 언양읍 서부리,236,236,0,삼성아파트,59.91,202110,31,"11,600",1,1996,웃방천1길 33,,-,-
울산광역시 울주군 언양읍 서부리,411,411,0,서울산한신휴플러스,77.6725,202110,4,"30,800",9,2013,웃방천1길 48,,-,-
울산광역시 울주군 언양읍 서부리,411,411,0,서울산한신휴플러스,77.6725,202110,9,"31,000",6,2013,웃방천1길 48,,-,-
울산광역시 울주군 언양읍 서부리,411,411,0,서울산한신휴플러스,69.9926,202110,16,"29,600",3,2013,웃방천1길 48,,-,-
울산광역시 울주군 언양읍 서부리,411,411,0,서울산한신휴플러스,84.9886,202110,18,"35,000",18,2013,웃방천1길 48,,-,-
울산광역시 울주군 언양읍 서부리,411,411,0,서울산한신휴플러스,77.6725,202110,22,"31,900",10,2013,웃방천1길 48,,-,-
울산광역시 울주군 언양읍 서부리,411,411,0,서울산한신휴플러스,59.9442,202110,24,"25,000",9,2013,웃방천1길 48,,-,-
울산광역시 울주군 언양읍 서부리,411,411,0,서울산한신휴플러스,77.6725,202110,26,"31,700",7,2013,웃방천1길 48,,-,-
울산광역시 울주군 언양읍 서부리,187,187,0,세명다이아몬드,59.8,202110,16,"9,300",10,1993,서문7길 18,,-,-
울산광역시 울주군 언양읍 서부리,257-2,257,2,청전아트빌,82.94,202110,20,"13,000",4,2003,방천7길 24,,-,-
울산광역시 울주군 언양읍 어음리,253,253,0,장원그랜즈,58.34,202110,11,"8,700",4,1997,언양로 65,,-,-
울산광역시 울주군 언양읍 어음리,253,253,0,장원그랜즈,80.46,202110,11,"13,000",4,1997,언양로 65,,-,-
울산광역시 울주군 온산읍 덕신리,184-1,184,1,가화파티오,84.965,202110,5,"19,700",6,2008,영남길 26,,-,-
울산광역시 울주군 온산읍 덕신리,184-1,184,1,가화파티오,84.965,202110,5,"19,400",15,2008,영남길 26,,-,-
울산광역시 울주군 온산읍 덕신리,184-1,184,1,가화파티오,84.965,202110,13,"19,300",5,2008,영남길 26,,-,-
울산광역시 울주군 온산읍 덕신리,184-1,184,1,가화파티오,84.965,202110,20,"19,700",14,2008,영남길 26,,-,-
울산광역시 울주군 온산읍 덕신리,184-1,184,1,가화파티오,84.965,202110,21,"18,700",1,2008,영남길 26,,-,-
울산광역시 울주군 온산읍 덕신리,184-1,184,1,가화파티오,84.558,202110,21,"19,200",2,2008,영남길 26,,-,-
울산광역시 울주군 온산읍 덕신리,184-1,184,1,가화파티오,84.965,202110,22,"19,700",13,2008,영남길 26,,-,-
울산광역시 울주군 온산읍 덕신리,184-1,184,1,가화파티오,84.965,202110,25,"18,700",15,2008,영남길 26,,-,-
울산광역시 울주군 온산읍 덕신리,184-1,184,1,가화파티오,84.965,202110,26,"19,300",4,2008,영남길 26,,-,-
울산광역시 울주군 온산읍 덕신리,1346-12,1346,12,강산리더스3차,84.7221,202110,4,"21,000",1,2008,서영남2길 18,,-,-
울산광역시 울주군 온산읍 덕신리,1329-4,1329,4,덕신동백,49.85,202110,5,"6,700",7,1992,영남7길 21,,-,-
울산광역시 울주군 온산읍 덕신리,1329-4,1329,4,덕신동백,49.85,202110,11,"7,000",4,1992,영남7길 21,,-,-
울산광역시 울주군 온산읍 덕신리,1329-4,1329,4,덕신동백,49.85,202110,12,"7,000",13,1992,영남7길 21,,-,-
울산광역시 울주군 온산읍 덕신리,1329-4,1329,4,덕신동백,49.85,202110,13,"8,000",13,1992,영남7길 21,,-,-
울산광역시 울주군 온산읍 덕신리,1329-4,1329,4,덕신동백,49.85,202110,14,"7,600",2,1992,영남7길 21,,-,-
울산광역시 울주군 온산읍 덕신리,1329-4,1329,4,덕신동백,49.85,202110,29,"6,500",3,1992,영남7길 21,,-,-
울산광역시 울주군 온산읍 덕신리,1329-5,1329,5,덕신주공,47.31,202110,23,"6,300",5,1992,영남7길 35,,-,-
울산광역시 울주군 온산읍 덕신리,184,184,0,덕신천지,59.925,202110,1,"11,600",4,2005,영남4길 22,,-,-
울산광역시 울주군 온산읍 덕신리,1329-2,1329,2,동원아파트1차,84.89,202110,7,"17,500",8,1997,영남7길 13,,-,-
울산광역시 울주군 온산읍 덕신리,1329-2,1329,2,동원아파트1차,59.94,202110,9,"12,000",10,1997,영남7길 13,,-,-
울산광역시 울주군 온산읍 덕신리,336-1,336,1,무궁화,67.5,202110,2,"6,200",5,1991,신온9길 45,,-,-
울산광역시 울주군 온산읍 덕신리,336-1,336,1,무궁화,54.66,202110,6,"6,000",2,1991,신온9길 45,,-,-
울산광역시 울주군 온산읍 덕신리,336-1,336,1,무궁화,67.5,202110,11,"7,000",1,1991,신온9길 45,,-,-
울산광역시 울주군 온산읍 덕신리,336-1,336,1,무궁화,67.5,202110,15,"6,300",5,1991,신온9길 45,,-,-
울산광역시 울주군 온양읍 남창리,155-1,155,1,이채리움,82.3555,202110,5,"20,500",8,2016,남창2길 29,,-,-
울산광역시 울주군 온양읍 대안리,575,575,0,남창럭키,52.56,202110,23,"8,700",10,1991,온양로 86,,-,-
울산광역시 울주군 온양읍 대안리,575,575,0,남창럭키,52.56,202110,29,"9,150",3,1991,온양로 86,,-,-
울산광역시 울주군 온양읍 대안리,542,542,0,대안IPARK,59.925,202110,4,"12,800",7,1993,남창강변로 93,,-,-
울산광역시 울주군 온양읍 대안리,542,542,0,대안IPARK,59.925,202110,5,"11,400",1,1993,남창강변로 93,,-,-
울산광역시 울주군 온양읍 대안리,542,542,0,대안IPARK,84.86,202110,17,"17,500",4,1993,남창강변로 93,,-,-
울산광역시 울주군 온양읍 대안리,542,542,0,대안IPARK,59.925,202110,18,"12,500",2,1993,남창강변로 102,,-,-
울산광역시 울주군 온양읍 대안리,542,542,0,대안IPARK,59.925,202110,19,"12,400",6,1993,남창강변로 93,,-,-
울산광역시 울주군 온양읍 대안리,542,542,0,대안IPARK,59.925,202110,22,"12,500",11,1993,남창강변로 93,,-,-
울산광역시 울주군 온양읍 대안리,542,542,0,대안IPARK,84.86,202110,25,"17,500",15,1993,남창강변로 93,,-,-
울산광역시 울주군 온양읍 대안리,542,542,0,대안IPARK,59.925,202110,27,"12,350",11,1993,남창강변로 93,,-,-
울산광역시 울주군 온양읍 대안리,542,542,0,대안IPARK,59.925,202110,29,"12,800",8,1993,남창강변로 93,,-,-
울산광역시 울주군 온양읍 대안리,417,417,0,미도파,84.905,202110,2,"18,400",13,1993,연안2길 22,,-,-
울산광역시 울주군 온양읍 대안리,417,417,0,미도파,84.905,202110,14,"14,500",12,1993,연안2길 22,,-,-
